X,Z,Y
-0.67347,0.8449,7.0939
-0.67347,0.86429,7.1187
-0.67347,0.88367,7.1431
-0.67347,0.90306,7.1669
-0.67347,0.92245,7.1902
-0.67347,0.94184,7.213
-0.67347,0.96122,7.2354
-0.67347,0.98061,7.2573
-0.67347,1,7.2788
-0.63265,0.05,4.0037
-0.63265,0.069388,4.3622
-0.63265,0.088776,4.6318
-0.63265,0.10816,4.8479
-0.63265,0.12755,5.0283
-0.63265,0.14694,5.1831
-0.63265,0.16633,5.3186
-0.63265,0.18571,5.4393
-0.63265,0.2051,5.5479
-0.63265,0.22449,5.6467
-0.63265,0.24388,5.7373
-0.63265,0.26327,5.821
-0.63265,0.28265,5.8988
-0.63265,0.30204,5.9713
-0.63265,0.32143,6.0394
-0.63265,0.34082,6.1035
-0.63265,0.3602,6.164
-0.63265,0.37959,6.2214
-0.63265,0.39898,6.2759
-0.63265,0.41837,6.3278
-0.63265,0.43776,6.3773
-0.63265,0.45714,6.4247
-0.63265,0.47653,6.4702
-0.63265,0.49592,6.5138
-0.63265,0.51531,6.5558
-0.63265,0.53469,6.5962
-0.63265,0.55408,6.6351
-0.63265,0.57347,6.6728
-0.63265,0.59286,6.7091
-0.63265,0.61224,6.7443
-0.63265,0.63163,6.7784
-0.63265,0.65102,6.8115
-0.63265,0.67041,6.8436
-0.63265,0.6898,6.8748
-0.63265,0.70918,6.9051
-0.63265,0.72857,6.9346
-0.63265,0.74796,6.9634
-0.63265,0.76735,6.9914
-0.63265,0.78673,7.0187
-0.63265,0.80612,7.0453
-0.63265,0.82551,7.0713
-0.63265,0.8449,7.0967
-0.63265,0.86429,7.1215
-0.63265,0.88367,7.1458
-0.63265,0.90306,7.1695
-0.63265,0.92245,7.1928
-0.63265,0.94184,7.2155
-0.63265,0.96122,7.2378
-0.63265,0.98061,7.2597
-0.63265,1,7.2811
-0.59184,0.05,4.0159
-0.59184,0.069388,4.3733
-0.59184,0.088776,4.6421
-0.59184,0.10816,4.8575
-0.59184,0.12755,5.0373
-0.59184,0.14694,5.1917
-0.59184,0.16633,5.3269
-0.59184,0.18571,5.4471
-0.59184,0.2051,5.5554
-0.59184,0.22449,5.6539
-0.59184,0.24388,5.7443
-0.59184,0.26327,5.8277
-0.59184,0.28265,5.9052
-0.59184,0.30204,5.9776
-0.59184,0.32143,6.0454
-0.59184,0.34082,6.1093
-0.59184,0.3602,6.1697
-0.59184,0.37959,6.2268
-0.59184,0.39898,6.2812
-0.59184,0.41837,6.3329
-0.59184,0.43776,6.3823
-0.59184,0.45714,6.4296
-0.59184,0.47653,6.4749
-0.59184,0.49592,6.5184
-0.59184,0.51531,6.5602
-0.59184,0.53469,6.6005
-0.59184,0.55408,6.6394
-0.59184,0.57347,6.6769
-0.59184,0.59286,6.7131
-0.59184,0.61224,6.7482
-0.59184,0.63163,6.7823
-0.59184,0.65102,6.8152
-0.59184,0.67041,6.8472
-0.59184,0.6898,6.8783
-0.59184,0.70918,6.9086
-0.59184,0.72857,6.938
-0.59184,0.74796,6.9666
-0.59184,0.76735,6.9945
-0.59184,0.78673,7.0218
-0.59184,0.80612,7.0483
-0.59184,0.82551,7.0742
-0.59184,0.8449,7.0995
-0.59184,0.86429,7.1243
-0.59184,0.88367,7.1485
-0.59184,0.90306,7.1722
-0.59184,0.92245,7.1953
-0.59184,0.94184,7.218
-0.59184,0.96122,7.2402
-0.59184,0.98061,7.262
-0.59184,1,7.2834
-0.55102,0.05,4.028
-0.55102,0.069388,4.3844
-0.55102,0.088776,4.6523
-0.55102,0.10816,4.8671
-0.55102,0.12755,5.0464
-0.55102,0.14694,5.2003
-0.55102,0.16633,5.335
-0.55102,0.18571,5.4549
-0.55102,0.2051,5.5629
-0.55102,0.22449,5.6611
-0.55102,0.24388,5.7512
-0.55102,0.26327,5.8344
-0.55102,0.28265,5.9117
-0.55102,0.30204,5.9838
-0.55102,0.32143,6.0515
-0.55102,0.34082,6.1151
-0.55102,0.3602,6.1753
-0.55102,0.37959,6.2323
-0.55102,0.39898,6.2865
-0.55102,0.41837,6.3381
-0.55102,0.43776,6.3873
-0.55102,0.45714,6.4345
-0.55102,0.47653,6.4796
-0.55102,0.49592,6.523
-0.55102,0.51531,6.5647
-0.55102,0.53469,6.6049
-0.55102,0.55408,6.6436
-0.55102,0.57347,6.681
-0.55102,0.59286,6.7171
-0.55102,0.61224,6.7521
-0.55102,0.63163,6.786
-0.55102,0.65102,6.8189
-0.55102,0.67041,6.8508
-0.55102,0.6898,6.8818
-0.55102,0.70918,6.912
-0.55102,0.72857,6.9413
-0.55102,0.74796,6.9699
-0.55102,0.76735,6.9977
