X,Z,Y
-0.42857,0.53265,6.6137
-0.42857,0.54388,6.6362
-0.42857,0.5551,6.6582
-0.42857,0.56633,6.6797
-0.42857,0.57755,6.7009
-0.42857,0.58878,6.7216
-0.42857,0.6,6.742
-0.38776,0.05,4.0762
-0.38776,0.061224,4.2938
-0.38776,0.072449,4.4746
-0.38776,0.083673,4.6294
-0.38776,0.094898,4.7646
-0.38776,0.10612,4.8847
-0.38776,0.11735,4.9928
-0.38776,0.12857,5.0909
-0.38776,0.1398,5.1808
-0.38776,0.15102,5.2638
-0.38776,0.16224,5.3408
-0.38776,0.17347,5.4127
-0.38776,0.18469,5.48
-0.38776,0.19592,5.5434
-0.38776,0.20714,5.6033
-0.38776,0.21837,5.66
-0.38776,0.22959,5.7138
-0.38776,0.24082,5.7651
-0.38776,0.25204,5.8141
-0.38776,0.26327,5.8609
-0.38776,0.27449,5.9057
-0.38776,0.28571,5.9488
-0.38776,0.29694,5.9902
-0.38776,0.30816,6.03
-0.38776,0.31939,6.0685
-0.38776,0.33061,6.1056
-0.38776,0.34184,6.1415
-0.38776,0.35306,6.1762
-0.38776,0.36429,6.2098
-0.38776,0.37551,6.2424
-0.38776,0.38673,6.274
-0.38776,0.39796,6.3048
-0.38776,0.40918,6.3347
-0.38776,0.42041,6.3637
-0.38776,0.43163,6.392
-0.38776,0.44286,6.4196
-0.38776,0.45408,6.4465
-0.38776,0.46531,6.4728
-0.38776,0.47653,6.4984
-0.38776,0.48776,6.5234
-0.38776,0.49898,6.5478
-0.38776,0.5102,6.5717
-0.38776,0.52143,6.5951
-0.38776,0.53265,6.618
-0.38776,0.54388,6.6404
-0.38776,0.5551,6.6623
-0.38776,0.56633,6.6838
-0.38776,0.57755,6.7049
-0.38776,0.58878,6.7256
-0.38776,0.6,6.7459
-0.34694,0.05,4.0882
-0.34694,0.061224,4.3051
-0.34694,0.072449,4.4854
-0.34694,0.083673,4.6397
-0.34694,0.094898,4.7745
-0.34694,0.10612,4.8942
-0.34694,0.11735,5.0019
-0.34694,0.12857,5.0998
-0.34694,0.1398,5.1894
-0.34694,0.15102,5.2722
-0.34694,0.16224,5.349
-0.34694,0.17347,5.4206
-0.34694,0.18469,5.4878
-0.34694,0.19592,5.551
-0.34694,0.20714,5.6106
-0.34694,0.21837,5.6672
-0.34694,0.22959,5.7208
-0.34694,0.24082,5.772
-0.34694,0.25204,5.8208
-0.34694,0.26327,5.8674
-0.34694,0.27449,5.9122
-0.34694,0.28571,5.9551
-0.34694,0.29694,5.9964
-0.34694,0.30816,6.0361
-0.34694,0.31939,6.0744
-0.34694,0.33061,6.1114
-0.34694,0.34184,6.1472
-0.34694,0.35306,6.1818
-0.34694,0.36429,6.2153
-0.34694,0.37551,6.2478
-0.34694,0.38673,6.2794
-0.34694,0.39796,6.31
-0.34694,0.40918,6.3398
-0.34694,0.42041,6.3688
-0.34694,0.43163,6.397
-0.34694,0.44286,6.4245
-0.34694,0.45408,6.4513
-0.34694,0.46531,6.4775
-0.34694,0.47653,6.503
-0.34694,0.48776,6.5279
-0.34694,0.49898,6.5523
-0.34694,0.5102,6.5761
-0.34694,0.52143,6.5995
-0.34694,0.53265,6.6223
-0.34694,0.54388,6.6446
-0.34694,0.5551,6.6665
-0.34694,0.56633,6.6879
-0.34694,0.57755,6.709
-0.34694,0.58878,6.7296
-0.34694,0.6,6.7498
-0.30612,0.05,4.1001
-0.30612,0.061224,4.3163
-0.30612,0.072449,4.4961
-0.30612,0.083673,4.6499
-0.30612,0.094898,4.7844
-0.30612,0.10612,4.9037
-0.30612,0.11735,5.0111
-0.30612,0.12857,5.1087
-0.30612,0.1398,5.198
-0.30612,0.15102,5.2805
-0.30612,0.16224,5.3571
-0.30612,0.17347,5.4285
-0.30612,0.18469,5.4955
-0.30612,0.19592,5.5585
-0.30612,0.20714,5.618
-0.30612,0.21837,5.6743
-0.30612,0.22959,5.7278
-0.30612,0.24082,5.7788
-0.30612,0.25204,5.8275
-0.30612,0.26327,5.874
-0.30612,0.27449,5.9186
-0.30612,0.28571,5.9614
-0.30612,0.29694,6.0025
-0.30612,0.30816,6.0421
-0.30612,0.31939,6.0804
-0.30612,0.33061,6.1172
-0.30612,0.34184,6.1529
-0.30612,0.35306,6.1874
-0.30612,0.36429,6.2208
-0.30612,0.37551,6.2532
-0.30612,0.38673,6.2847
-0.30612,0.39796,6.3152
-0.30612,0.40918,6.3449
-0.30612,0.42041,6.3738
-0.30612,0.43163,6.402
-0.30612,0.44286,6.4294
