X,Z,Y
-0.59184,0.69796,52.78
-0.59184,0.70816,53.125
-0.59184,0.71837,53.468
-0.59184,0.72857,53.809
-0.59184,0.73878,54.147
-0.59184,0.74898,54.482
-0.59184,0.75918,54.815
-0.59184,0.76939,55.145
-0.59184,0.77959,55.473
-0.59184,0.7898,55.799
-0.59184,0.8,56.122
-0.55102,0.3,36.095
-0.55102,0.3102,36.642
-0.55102,0.32041,37.18
-0.55102,0.33061,37.708
-0.55102,0.34082,38.228
-0.55102,0.35102,38.738
-0.55102,0.36122,39.241
-0.55102,0.37143,39.736
-0.55102,0.38163,40.224
-0.55102,0.39184,40.704
-0.55102,0.40204,41.178
-0.55102,0.41224,41.645
-0.55102,0.42245,42.106
-0.55102,0.43265,42.56
-0.55102,0.44286,43.009
-0.55102,0.45306,43.452
-0.55102,0.46327,43.89
-0.55102,0.47347,44.322
-0.55102,0.48367,44.75
-0.55102,0.49388,45.172
-0.55102,0.50408,45.59
-0.55102,0.51429,46.003
-0.55102,0.52449,46.411
-0.55102,0.53469,46.815
-0.55102,0.5449,47.215
-0.55102,0.5551,47.611
-0.55102,0.56531,48.003
-0.55102,0.57551,48.391
-0.55102,0.58571,48.775
-0.55102,0.59592,49.156
-0.55102,0.60612,49.533
-0.55102,0.61633,49.906
-0.55102,0.62653,50.277
-0.55102,0.63673,50.643
-0.55102,0.64694,51.007
-0.55102,0.65714,51.368
-0.55102,0.66735,51.725
-0.55102,0.67755,52.079
-0.55102,0.68776,52.431
-0.55102,0.69796,52.78
-0.55102,0.70816,53.125
-0.55102,0.71837,53.468
-0.55102,0.72857,53.809
-0.55102,0.73878,54.147
-0.55102,0.74898,54.482
-0.55102,0.75918,54.815
-0.55102,0.76939,55.145
-0.55102,0.77959,55.473
-0.55102,0.7898,55.799
-0.55102,0.8,56.122
-0.5102,0.3,36.095
-0.5102,0.3102,36.642
-0.5102,0.32041,37.18
-0.5102,0.33061,37.708
-0.5102,0.34082,38.228
-0.5102,0.35102,38.738
-0.5102,0.36122,39.241
-0.5102,0.37143,39.736
-0.5102,0.38163,40.224
-0.5102,0.39184,40.704
-0.5102,0.40204,41.178
-0.5102,0.41224,41.645
-0.5102,0.42245,42.106
-0.5102,0.43265,42.56
-0.5102,0.44286,43.009
-0.5102,0.45306,43.452
-0.5102,0.46327,43.89
-0.5102,0.47347,44.322
-0.5102,0.48367,44.75
-0.5102,0.49388,45.172
-0.5102,0.50408,45.59
-0.5102,0.51429,46.003
-0.5102,0.52449,46.411
-0.5102,0.53469,46.815
-0.5102,0.5449,47.215
-0.5102,0.5551,47.611
-0.5102,0.56531,48.003
-0.5102,0.57551,48.391
-0.5102,0.58571,48.775
-0.5102,0.59592,49.156
-0.5102,0.60612,49.533
-0.5102,0.61633,49.906
-0.5102,0.62653,50.277
-0.5102,0.63673,50.643
-0.5102,0.64694,51.007
-0.5102,0.65714,51.368
-0.5102,0.66735,51.725
-0.5102,0.67755,52.079
-0.5102,0.68776,52.431
-0.5102,0.69796,52.78
-0.5102,0.70816,53.125
-0.5102,0.71837,53.468
-0.5102,0.72857,53.809
-0.5102,0.73878,54.147
-0.5102,0.74898,54.482
-0.5102,0.75918,54.815
-0.5102,0.76939,55.145
-0.5102,0.77959,55.473
-0.5102,0.7898,55.799
-0.5102,0.8,56.122
-0.46939,0.3,36.095
-0.46939,0.3102,36.642
-0.46939,0.32041,37.18
-0.46939,0.33061,37.708
-0.46939,0.34082,38.228
-0.46939,0.35102,38.738
-0.46939,0.36122,39.241
-0.46939,0.37143,39.736
-0.46939,0.38163,40.224
-0.46939,0.39184,40.704
-0.46939,0.40204,41.178
-0.46939,0.41224,41.645
-0.46939,0.42245,42.106
-0.46939,0.43265,42.56
-0.46939,0.44286,43.009
-0.46939,0.45306,43.452
-0.46939,0.46327,43.89
-0.46939,0.47347,44.322
-0.46939,0.48367,44.75
-0.46939,0.49388,45.172
-0.46939,0.50408,45.59
-0.46939,0.51429,46.003
-0.46939,0.52449,46.411
-0.46939,0.53469,46.815
-0.46939,0.5449,47.215
-0.46939,0.5551,47.611
-0.46939,0.56531,48.003
-0.46939,0.57551,48.391
-0.46939,0.58571,48.775
-0.46939,0.59592,49.156
-0.46939,0.60612,49.533
-0.46939,0.61633,49.906
-0.46939,0.62653,50.277
-0.46939,0.63673,50.643
-0.46939,0.64694,51.007
-0.46939,0.65714,51.368
-0.46939,0.66735,51.725
-0.46939,0.67755,52.079
-0.46939,0.68776,52.431
-0.46939,0.69796,52.78
-0.46939,0.70816,53.125
-0.46939,0.71837,53.468
-0.46939,0.72857,53.809
-0.46939,0.73878,54.147
-0.46939,0.74898,54.482
-0.46939,0.75918,54.815
-0.46939,0.76939,55.145
-0.46939,0.77959,55.473
-0.46939,0.7898,55.799
-0.46939,0.8,56.122
-0.42857,0.3,36.095
-0.42857,0.3102,36.642
-0.42857,0.32041,37.18
-0.42857,0.33061,37.708
-0.42857,0.34082,38.228
-0.42857,0.35102,38.738
-0.42857,0.36122,39.241
-0.42857,0.37143,39.736
-0.42857,0.38163,40.224
-0.42857,0.39184,40.704
-0.42857,0.40204,41.178
-0.42857,0.41224,41.645
-0.42857,0.42245,42.106
-0.42857,0.43265,42.56
-0.42857,0.44286,43.009
-0.42857,0.45306,43.452
-0.42857,0.46327,43.89
-0.42857,0.47347,44.322
-0.42857,0.48367,44.75
-0.42857,0.49388,45.172
-0.42857,0.50408,45.59
-0.42857,0.51429,46.003
-0.42857,0.52449,46.411
-0.42857,0.53469,46.815
-0.42857,0.5449,47.215
-0.42857,0.5551,47.611
